KRAS mutation is present in a small subset of primary urinary bladder adenocarcinomas	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2559.2012.04309.x	 RE Alexander, A Lopez‐Beltran, R Montironi… - …, 2012 - Wiley Online Library	 R Montironi	 26	 0	 10.1111/j.1365-2559.2012.04309.x	 Histopathology	 2012 Dec;61(6):1036-42.	 Riley E Alexander	 22804747
Significance Analysis of Prognostic Signatures Applied to Prostate Cancer	 Citation	 NaN	 L Montaser, AH Beck - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 AH Beck	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
RNAseq Analysis of Formalin Fixed Paraffin Embedded Radical Prostatectomy Specimens Identifies Predictors of Biochemical Recurrence in Prostate …	 Citation	 https://hero.epa.gov/hero/index.cfm/reference/details/reference_id/5940784	 CS Moreno, Q Long, S Sannigrahi, J Xu… - Laboratory …, 2013 - hero.epa.gov	 CS Moreno	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
MicroRNA (miRNA) Profiling of Clear Cell Papillary Renal Cell Carcinoma (CCP)	 Citation	 NaN	 PA Mroz, B Zhu, X Lin, XJ Yang… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 PA Mroz	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Lymph Node Staging in Bladder Cancer-Is Pathologic Evaluation of Microscopic Lymph Nodes Necessary for Adequate Staging?	 Citation	 NaN	 K Mudaliar, L Wang, V Mehta… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 V Mehta	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
295 DECREASED BRG1 EXPRESSION IN PRIMARY AND METASTATIC CLEAR CELL RENAL CELL CARCINOMA, A POTENTIAL ROLE FOR A TUMOR …	 NaN	 https://www.auajournals.org/doi/full/10.1016/j.juro.2013.02.1679	 E Munari, A Chaux, S Faraj… - The Journal of …, 2013 - auajournals.org	 E Munari	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Macrophage Inflammatory Protein-3a Is Downregulated in Clear Cell Renal Cell Carcinomas and Correlates with Stage and Grade	 Citation	 NaN	 E Munari, JS Poling… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 E Munari	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
GATA 3 immunohistochemical expression in primary and metastatic renal cell carcinomas	 Citation	 NaN	 E Munari, N Gonzalez-Roibon… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 E Munari	 2	 1	 10.1016/j.humpath.2013.08.020	 Hum Pathol	 2014 Feb;45(2):244-8.	 Nilda Gonzalez-Roibon	 24315206
The diagnostic utility of S100P, PAX8, and P63 in the differential diagnosis of urothelial carcinoma of the renal pelvis and collecting duct carcinoma	 Citation	 NaN	 J Munkberg, J McKenney… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 1	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Primary Ewing sarcoma/primitive neuroectodermal tumor of the kidney: a clinicopathologic study of 23 cases	 NaN	 https://link.springer.com/article/10.1007/s12253-017-0228-0	 P Murugan, P Rao, P Tamboli, B Czerniak… - … & Oncology Research, 2018 - Springer	 P Murugan	 34	 1	 10.1007/s12253-017-0228-0	 Pathol Oncol Res	 2018 Jan;24(1):153-159.	 Paari Murugan	 28429277
Frequency and Clinico-Pathologic Features of Dominant Anterior Prostatic Carcinomas	 Citation	 NaN	 J Mygatt, I Rosner, J Barton… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Progressive Loss of Basal Cells: A Possible Precursor of Limited Adenocarcinoma of Prostate	 Citation	 NaN	 M Nadji - LABORATORY INVESTIGATION, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
c-MYC, HER2 and HER3 Expression in Localised Prostate Carcinoma Treated with Radical Radiotherapy: Modulation by Statins Use and Correlation with …	 Citation	 NaN	 A Navarro, J Castellvi, I Nunez… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 A Navarro	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Fibroblast Growth Factor 2 (FGFR-2) Overexpression Is Associated with High Tumor Grade and Advanced Stage in Prostatic Adenocarcinomas (PACs)	 Citation	 NaN	 G Niu, WS Mneimneh… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Stratification of seminal vesicle invasion as prognostic factors in prostate cancer	 Citation	 NaN	 M Okayasu, H Takahashi… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 H Takahashi	 1	 0	 NaN	 NaN	 NaN	 NaN	 NaN
ZEB1 May Distinguish between DifferentTypes of Sarcomatoid Differentiation-A Pilot Study	 Citation	 NaN	 MM Padilha, JK McKenney… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 1	 0	 NaN	 NaN	 NaN	 NaN	 NaN
NaN	 NaN	 NaN	 NaN	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Recurrent Chromosomal Aberrations in Specialized Stromal Tumors of the Prostate Detected by Array Comparative Genomic Hybridization	 Citation	 NaN	 CC Pan, JI Epstein - LABORATORY …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 JI Epstein	 NaN	 0	 10.1038/modpathol.2013.99	 Mod Pathol	 2013 Nov;26(11):1536-43.	 Chin-Chen Pan	 23765249
Prognostic factors in patients with advanced renal cell carcinoma treated with VEGF-targeted agents	 NaN	 https://www.tandfonline.com/doi/abs/10.1586/14737140.2014.882773	 YA Vano, E Tartour, LS Fournier… - … of anticancer therapy, 2014 - Taylor & Francis	 LS Fournier	 13	 0	 NaN	 NaN	 NaN	 NaN	 NaN
2048 ERG GENE TRANSLOCATION PREDICTS PROGRESSION OF HIGH GRADE PROSTATIC INTRAEPITHELIAL NEOPLASIA TO PROSTATE CANCER	 NaN	 https://www.auajournals.org/doi/full/10.1016/j.juro.2013.02.2467	 K Park, J Dalton, R Narayanan, M Hancock… - The Journal of …, 2013 - auajournals.org	 J Dalton	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Prostate cancer with Paneth cell–like neuroendocrine differentiation has recognizable histomorphology and harbors AURKA gene amplification	 NaN	 https://www.sciencedirect.com/science/article/pii/S0046817714002470	 K Park, Z Chen, TY MacDonald, J Siddiqui, H Ye… - Human pathology, 2014 - Elsevier	 Z Chen	 33	 0	 PMC4414025	 Hum Pathol	 2014 Oct;45(10):2136-43.	 Kyung Park	 25128228
PTEN Abnormalities in Clinically Insignificant and Significant Prostate Cancer: An Analysis by Mate-Pair Next Generation and Sanger Sequencing	 Citation	 NaN	 ER Castellar, JC Cheville… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 JC Cheville	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Differential Gene Expression and microRNA Profiling of Papillary Type 1 and 2 Renal Cell Carcinomas	 Citation	 NaN	 AV Parwani, S Roy, M Amin… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 AV Parwani	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Analysis of Arterial Vasculature Present in Vasectomy Specimens: Utility of Histologic Examination	 Citation	 NaN	 AP Patel, GJ Lowe, DL Zynger - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 DL Zynger	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Prostatic Biopsy and Transurethral Resections for Primary Bladder Urothelial Carcinoma: Challenges and Ambiguities in Pathologic Reporting	 Citation	 NaN	 CM Perrino, EJ Fichtenbaum… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 10.1097/PAT.0000000000000009	 Pathology	 2013 Dec;45(7):664-9.	 Carmen M Perrino	 24247624
Variation of ERG oncoprotein expression in prostate cancer patients with different ethnicities.	 NaN	 https://aacrjournals.org/cancerres/article/73/8_Supplement/1920/587567	 G Petrovics, S Rawal, M Williams, P Rosen, D Pfister… - Cancer Research, 2013 - AACR	 G Petrovics	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 23892597 
Immunohistochemical evaluation of TMPRSS2-ERG gene fusion in adenosis of the prostate	 NaN	 https://www.sciencedirect.com/science/article/pii/S0046817713001068	 WM Green, JL Hicks, A De Marzo, PPB Illei, JI Epstein - Human pathology, 2013 - Elsevier	 A De Marzo	 16	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Intraepithelial Spread of Prostate Carcinoma in Cases of Seminal Vesicle Invasion (Stage pT3b). Retrospective Analysis of Non-Recognized Pattern of …	 Citation	 NaN	 S Pina-Oviedo, A Kristiansen… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Low-Risk Prostate Cancer Patients on Active Surveillance: Utility of Immunohistochemistry	 Citation	 NaN	 J Poveda, A Eldefrawy, S Umar… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 A Eldefrawy	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Clear Cell Papillary Renal Cell Carcinoma: An Immunohistochemical Study	 Citation	 NaN	 MR Pramick, A Ziober, Z Bing - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Rhabdoid Differentiation in Renal Cell Carcinomas (RCCs): Clinicopathologic Analysis of 76 Cases	 Citation	 NaN	 CG Przybycin, JK McKenney… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 CG Przybycin	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 25127094

Utility of Saturation Prostate Biopsy in Detection of Aggressive Prostate Cancer	 Citation	 NaN	 LM Quintana, A Ward… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Distinguishing Primary Urinary Bladder Adenocarcinoma from Secondary Involvement by Colorectal Adenocarcinoma: Extended Immunohistochemical …	 Citation	 NaN	 Q Rao, SR Williamson… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 SR Williamson	 NaN	 0	 10.1038/modpathol.2012.229	 Mod Pathol	 2013 May;26(5):725-32.	 Qiu Rao	 23348900
TFE3 break-apart FISH has a higher sensitivity for Xp11. 2 translocation–associated renal cell carcinoma compared with TFE3 or cathepsin K immunohistochemical …	 NaN	 https://journals.lww.com/ajsp/Fulltext/2013/06000/TFE3_Break_apart_FISH_Has_a_Higher_Sensitivity_for.3.aspx	 Q Rao, SR Williamson, S Zhang, JN Eble… - The American journal …, 2013 - journals.lww.com	 SR Williamson	 191	 0	 10.1097/PAS.0b013e31827e17cb	 Am J Surg Pathol	 2013 Jun;37(6):804-15.	 Qiu Rao	 23598965
Revisiting Decreasing Sperm Density in USA: A Single Center Experience	 Citation	 NaN	 M Rasul, N Rosa, S Rasul… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Immunohistochemical Analysis of Speckle-Type POZ Protein (SPOP) in Prostate Cancer, High Grade Prostatic Intraepithelial Neoplasia and Benign …	 Citation	 NaN	 A Razmaria, J Cohn, K White… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 J Cohn	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Role of Long-Chain Fatty Acyl-CoA Synthetase 4 (ACSL4) in Prostate Cancer Progression	 Citation	 NaN	 Q Ren, MX Kong, X Wu… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 X Wu	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Characterization of fibromuscular pseudocapsule in renal cell carcinoma	 NaN	 https://journals.sagepub.com/doi/abs/10.1177/1066896915579198	 L Roquero, ON Kryvenko, NS Gupta… - International journal of …, 2015 - journals.sagepub.com	 NS Gupta	 25	 0	 10.1177/1066896915579198	 Int J Surg Pathol	 2015 Aug;23(5):359-63.	 Leonardo Roquero	 25838331
Incidental Secondary Pathological Findings in Prostate Needle Biopsies and Radical Prostatectomy Specimens	 Citation	 NaN	 FL Rosario-Quinones… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Metastatic Chemotherapy Resistant Urothelial Carcinoma (UC): Next Generation Sequencing (NGS) Reveals a Diverse Spectrum of Genomic Alterations …	 Citation	 NaN	 JS Ross, T Nazeer… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Prostate carcinomas arising in Lynch Syndrome patients frequently show concordant mismatch repair deficiency	 Citation	 https://espace.library.uq.edu.au/view/UQ:293323	 C Rosty, MD Walsh, M Clendenning… - Modern …, 2013 - espace.library.uq.edu.au	 C Rosty	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
micro-RNA Expression in Lethal and Non-Lethal Urothelial Cancers of the Bladder	 Citation	 NaN	 D Rotzer, A Perren… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 A Perren	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Clinicopathological Connotation of SOX2 Amplification and Expression in Urothelial Carcinoma	 Citation	 NaN	 S Roy, A Karunamurthy… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 S Roy	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Somatic copy number alterations by whole‐exome sequencing implicates YWHAZ and PTK2 in castration‐resistant prostate cancer	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1002/path.4274	 R Menon, M Deng, K Rüenauver… - The Journal of …, 2013 - Wiley Online Library	 NaN	 43	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Comparison of p40 (Δ N p63) and p63 expression in prostate tissues–which one is the superior diagnostic marker for basal cells?	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1111/his.12116	 V Sailer, C Stephan, N Wernert, S Perner… - …, 2013 - Wiley Online Library	 S Perner	 35	 0	 10.1111/his.12116	 Histopathology	 2013 Jul;63(1):50-6.	 Verena Sailer	 23668398
Characteristics of Prostatic Adenocarcinoma in a Contemporary Australian Radical Prostatectomy Series from a Community without Population-Based …	 Citation	 NaN	 H Samaratunga, J Yaxley… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 H Samaratunga	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Recurrence and Progression Rates in Non-Invasive Papillary Urothelial Neoplasms of the Bladder: A Study of Tumors with Mixed Low and High Grades	 Citation	 NaN	 RT Samdani, SG Sharma… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 RT Samdani	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
The Utility of SF-1 and Cathepsin K as Differentiating Immunohistochemical Markers in Adrenal Cortical Carcinoma and Epithelioid Angiomyolipoma	 Citation	 NaN	 TD Samulski, S Bai, AL Nunez… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Expression of EMT Markers in Sarcomatoid Urothelial Carcinoma of the Bladder	 Citation	 NaN	 JM Sanfrancesco, S Gupta… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 S Gupta	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Expression of PAX8 in Non-Invasive Urothelial Carcinoma of the Bladder	 Citation	 NaN	 JM Sanfrancesco… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Sarcomatoid Urothelial Carcinoma of the Urinary Bladder: A Clinicopathologic Study of 31 Cases	 Citation	 NaN	 JM Sanfrancesco, D Hansel - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Hormonotherapy in Prostate Cancer Influences Tumor Microvessel Density: New Perspectives for Prostate Cancer Treatment?	 Citation	 NaN	 R Santi, E Comperat, L Masieri… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 L Masieri	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Upper urinary tract urothelial carcinoma with intratubular spread	 Html	 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4219305/	 J Sarungbam, B Kurtis, J Phillips, D Cai… - American Journal of …, 2014 - ncbi.nlm.nih.gov	 D Cai	 7	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 25374911 
ERG Immunohistochemistry in Prostatic Small Cell Carcinoma: Comparison to Fluorescence In Situ Hybridization	 Citation	 NaN	 LA Schelling, S Zhang… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Significance of increased frequency of Her2/Neu expression in Intraductal carcinoma of the prostate in comparison to conventional prostatic …	 Citation	 NaN	 TM Schneider, AO Osunkoya - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 TM Schneider	 2	 1	 NaN	 NaN	 NaN	 NaN	 NaN
ERG expression in intraductal carcinoma of the prostate: comparison with adjacent conventional acinar prostatic adenocarcinoma	 Citation	 NaN	 TM Schneider, AO Osunkoya - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 TM Schneider	 5	 1	 10.1038/modpathol.2013.248	 Mod Pathol	 2014 Aug;27(8):1174-8.	 Thomas M Schneider	 24406865
Intraductal Carcinoma of the Prostate: An Institutional Clinicopathologic Review with Follow Up	 Citation	 NaN	 TM Schneider, AO Osunkoya - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 TM Schneider	 4	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Utility of Phosphotungstic Acid Haematoxylin (PTAH) in the Differentiation of Renal Epithelial Tumors	 Citation	 NaN	 JK Schoolmeester, WR Sukov… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Quantification of Tumor in the Diagnostic Biopsy and Correlation with Prostatectomy Report	 Citation	 NaN	 L Schultz, CE Maluf, BF Pizzani… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 PMID: 24225844

p53, pRb, Cyclin D1 and HER2 Expression in a Heterogeneous Cystectomy Cohort	 Citation	 NaN	 L Schultz, SJT Spagnul… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Gross Morphology Correlates with Non-Organ Confined Disease (Non-OC) in Cystectomy Specimens	 Citation	 NaN	 L Schultz, GR Damm… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Preoperative Immunohistochemical Biomarker Panel Predicts Upstaging at Radical Cystectomy: A Prospective Study	 Citation	 NaN	 SF Shariat, BD Robinson… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 SF Shariat	 NaN	 1	 10.1111/bju.12343	 BJU Int	 2014 Jan;113(1):70-6.	 Shahrokh F Shariat	 24053584
Clear Cell Papillary Renal Cell Carcinoma (RCC) Is the 4th Most Common Histologic Type of RCC: A Study of 290 Consecutive Nephrectomies for RCC	 Citation	 NaN	 S Shen, S Zheng, H Zhou… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 10.1016/j.humpath.2013.08.004	 Hum Pathol	 2014 Jan;45(1):59-64.	 Haijun Zhou	 24182559
Sarcomatoid and Rhabdoid RCC Show a Similar, Poor Prognosis Molecular Signature That Is Separable from Non-Sarcomatoid RCC	 Citation	 NaN	 K Sircar, T Majewski, SY Yoo… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Renal Cell Carcinoma: Do Diabetics Differ from Non-Diabetics?	 Citation	 NaN	 D Sirohi, MM Nicolas… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 D Sirohi	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
t (6; 11) Renal Cell Carcinoma (RCC): Report of Six New Genetically-Confirmed Cases and Expanded Immunohistochemical (IHC) Profile Emphasizing …	 Citation	 NaN	 N Smith, P Illei, N Gonzalez… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 N Smith	 3	 1	 PMC4370182	 Am J Surg Pathol	 2014 May;38(5):604-14.	 Nathaniel E Smith	 24618616
HOXB13 G84E-related familial prostate cancers: a clinical, histologic, and molecular survey	 Html	 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3988475/	 SC Smith, N Palanisamy, KA Zuhlke… - The American journal …, 2014 - ncbi.nlm.nih.gov	 N Palanisamy	 51	 0	 PMC3988475	 Am J Surg Pathol	 2014 May;38(5):615-26.	 Steven C Smith	 24722062
Gata3 expression in paragangliomas: a pitfall that could lead to misdiagnosis of urothelial carcinoma	 Citation	 NaN	 JS So, JI Epstein - LABORATORY …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 JS So	 2	 1	 10.1038/modpathol.2013.76	 Mod Pathol	 2013 Oct;26(10):1365-70.	 Jeffrey S So	 23599157
Truncating Mutations of STAG2 Define a Molecular Subgroup of Aneuploid Bladder Cancers with Poor Prognosis	 Citation	 https://scholarlypublications.universiteitleiden.nl/handle/1887/97063	 DA Solomon, J Bondaruk, SF Shariat, ZF Wang… - 2013 - scholarlypublications …	 DA Solomon	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Rb and PTEN Deletions and p53 Mutations Are Common in Prostatic Small Cell Carcinoma	 Citation	 NaN	 A Sood, H Rahimi, W Wang… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 A Sood	 NaN	 1	 PMC3931005	 Clin Cancer Res	 2014 Feb 15;20(4):890-903.	 Hsueh-Li Tan	 24323898
Stromal Optic Anisotropy as a Prostate Prognosis Marker	 Citation	 NaN	 S Sridharan, V Macias… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 S Sridharan	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
p16 and HPV ISH Expression in Urothelial Carcinoma with Squamous Differentiation and Primary Squamous Cell Carcinoma of the Urinary Bladder: An …	 Citation	 NaN	 KA Stevens, AO Osunkoya - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
HER2 Status and Association with Clinical Features and Outcome in Micropapillary Urothelial Carcinoma	 Citation	 NaN	 WR Sukov, SA Schneider… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Differences in prostate cancer grade, stage, and location in radical prostatectomy specimens from United States and Japan	 NaN	 https://onlinelibrary.wiley.com/doi/abs/10.1002/pros.22754	 H Takahashi, JI Epstein, S Wakui, T Yamamoto… - The …, 2014 - Wiley Online Library	 JI Epstein	 32	 0	 10.1002/pros.22754	 Prostate	 2014 Feb;74(3):321-5.	 Hiroyuki Takahashi	 24259155
High expression and diagnostic utility of internexin alpha in clear cell sarcoma of the kidney: Comparative proteomics analysis and immunohistochemical …	 Citation	 NaN	 Y Tanaka, A Katayama, T Inoue… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 Y Tanaka	 1	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Renal Cell Carcinoma: A Study of PMS2 and MSH6 Expression in Histologic Subtypes with Clinicopathologic Correlation	 Citation	 NaN	 PS Tauchi-Nishi, D Chen… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Clinicopathologic features of hereditary leiomyomatosis and renal cell carcinoma (HLRCC) encountered as sporadic kidney cancer	 Citation	 NaN	 A Toubaji, HA Al-Ahmadie… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 HA Al-Ahmadie	 3	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Stromal Epithelial Unit of the Prostate: A Potentially New Histological Finding in the Prostate with an Unknown Function	 Citation	 NaN	 KJ Trautmann, JD Kronz - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 JD Kronz	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Downgrading of the Biopsy Gleason Score in Prostatectomy Specimens	 Citation	 NaN	 KM Treurniet, D Trudel, J Sykes… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 KM Treurniet	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 24403214
Prostate Cancer within 0.01 cm of a Negative Surgical Margin of a pT2 Prostatectomy Specimen Predicts Recurrence	 Citation	 NaN	 LD True, JP Izaard, VL Funda… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 LD True	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Concomitant CIS Is a Risk Factor for the Occurrence of High Risk Bladder Cancer after Radical Nephroureterectomy	 Citation	 NaN	 T Tsuzuki, T Majima, N Sassa… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 T Tsuzuki	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 NaN
Presence of Intraductal Carcinoma of the Prostate Is a Significant Prognostic Parameter for Prostate Cancer	 Citation	 NaN	 T Tsuzuki, K Kimura, M Kato… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 T Tsuzuki	 NaN	 1	 NaN	 NaN	 NaN	 NaN	 PMID: 26743470 
Can Pathologists Reliably Categorize Visually Interpreted Immunohistochemical Stains at a Level More Precise Than Present, Equivocal, Absent?	 Citation	 NaN	 F Vakar-Lopez, J Xia, R Etziioni… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 J Xia	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
Significance of Prostatic Atypical Small Acinar Proliferation in Surgical Pathology Quality Assurance	 Citation	 NaN	 M Van Ness, O Lee, M Dall'Era… - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
The Impact of Routine Frozen Section Analysis (FSA) during Partial Nephrectomy (PN) on Surgical Margin (SM) Status and Long-Term Outcomes: A …	 Citation	 NaN	 S Venigalla, G Wu, H Miyamoto - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 H Miyamoto	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
GATA3 expression alteration in high grade and high stage urothelial carcinoma	 Citation	 NaN	 C Villa, B Zhu, C Luan, XJ Yang - …, 2013 - … GROUP 75 VARICK ST, 9TH FLR …	 NaN	 3	 0	 NaN	 NaN	 NaN	 NaN	 NaN
2046 IMPAIRED SPERMATOGENESIS IN IPSILATERAL TESTES WITH GERM CELL TUMORS	 NaN	 https://www.auajournals.org/doi/full/10.1016/j.juro.2013.02.2465	 C Villa, B Zhu, RE Brannigan, JT Choy… - The Journal of …, 2013 - auajournals.org	 RE Brannigan	 NaN	 0	 NaN	 NaN	 NaN	 NaN	 NaN
